user_id,item_id,cat_id,merchant_id,brand_id,time_stamp,action_type
122828,359126,1268,2171,5588,1111,0
122828,577276,935,2160,4249,1111,2
122828,431969,935,2160,4249,1111,2
122828,359126,1268,2171,5588,1111,0
122828,359126,1268,2171,5588,1111,2
122828,194684,935,2160,4249,1111,2
122828,563929,1268,1644,2204,1111,0
122828,294578,1268,2292,1676,1111,0
122828,603760,1268,2903,4000,1111,0
122828,37340,763,2378,7035,1111,0
122828,740689,1268,3974,2550,1111,0
122828,111022,1268,2171,5588,1111,0
122828,312487,1268,2171,5588,1111,0
122828,111022,1268,2171,5588,1111,0
122828,552034,1268,3974,2550,1111,0
122828,740689,1268,3974,2550,1111,0
122828,359126,1268,2171,5588,1111,0
122828,435596,1268,1644,2204,1111,0
122828,312487,1268,2171,5588,1111,0
122828,740689,1268,3974,2550,1111,0
122828,23609,1268,2903,4000,1111,0
122828,853600,667,3974,2550,1111,0
122828,552034,1268,3974,2550,1111,0
122828,740689,1268,3974,2550,1111,0
122828,464216,1268,2171,5588,1111,0
122828,245875,667,3974,2550,1111,0
122828,521124,1268,2292,1676,1111,0
122828,437736,1485,2378,7035,909,0
122828,366648,1265,1940,2036,520,0
122828,850589,1485,1870,7185,909,0
122828,8789,1265,1940,2036,520,0
122828,245875,667,3974,2550,1030,0
207454,191906,28,282,5787,717,0
207454,834920,1155,2002,5772,622,0
207454,561213,31,2353,4551,717,0
207454,577745,129,2153,4696,717,0
207454,138611,1386,2957,7429,613,0
207454,84464,159,2957,7429,613,0
207454,138611,1386,2957,7429,613,0
207454,834920,1155,2002,5772,529,2
207454,834920,1155,2002,5772,529,0
207454,96480,1019,2002,5772,529,0
207454,414431,763,2378,7035,828,0
207454,474527,28,2378,7035,828,0
207454,713662,1068,1627,1424,828,0
207454,744646,1265,1627,1424,828,0
207454,852711,667,3702,2451,816,2
207454,492176,1068,3702,2451,816,2
207454,389927,763,3702,2451,816,0
207454,852711,667,3702,2451,816,2
207454,852711,667,3702,2451,816,0
207454,8600,667,3702,2451,816,0
207454,389927,763,3702,2451,816,0
207454,836675,667,3702,2451,816,2
207454,458674,667,3702,2451,816,2
207454,818675,1103,3702,2451,816,0
207454,8600,667,3702,2451,816,2
207454,389927,763,3702,2451,816,2
207454,8600,667,3702,2451,816,0
207454,852711,667,3702,2451,816,0
207454,716878,667,3095,2334,816,0
207454,309377,1390,1902,1904,1111,2
207454,309377,1390,1902,1904,1111,2
207454,625558,245,1155,947,1111,2
207454,625558,245,1155,947,1111,2
207454,560999,377,323,7631,1111,0
207454,82878,500,2378,7035,1111,0
207454,836522,500,805,6583,1111,0
207454,279401,1067,323,7631,1111,0
207454,560999,377,323,7631,1111,0
207454,768086,876,3380,6140,521,0
207454,452330,1393,4749,6260,521,0
207454,452330,1393,4749,6260,521,2
207454,389478,129,323,7631,1111,0
207454,516371,935,2890,254,1111,0
207454,546678,643,323,7631,1111,0
207454,81750,876,323,7631,1111,0
207454,798862,508,323,7631,1111,0
207454,531826,508,323,7631,1111,0
207454,389478,129,323,7631,1111,0
207454,560999,377,323,7631,1111,0
207454,309377,1390,1902,1904,1111,0
207454,389478,129,323,7631,1111,0
207454,389478,129,323,7631,1111,0
207454,740906,625,323,7631,1111,2
207454,629509,486,2729,2524,903,0
207454,168608,28,2195,7691,820,0
207454,815341,28,2195,7691,820,0
207454,629257,28,2195,7691,820,0
207454,89462,28,2522,5328,820,0
207454,838397,928,1083,3403,1107,3
207454,489557,1103,4224,1041,927,0
207454,489557,1103,4224,1041,927,0
207454,582606,1068,170,1089,1012,0
207454,556199,1485,385,5226,1012,0
207454,268115,28,3071,1229,1012,0
207454,813529,47,2957,7429,613,0
207454,132574,47,1445,644,527,0
207454,51066,1143,1445,644,527,0
207454,709744,540,3477,3360,527,0
207454,464875,775,4749,6260,520,0
207454,241284,775,4749,6260,520,0
207454,806953,775,4749,6260,520,0
207454,601019,1068,2378,7035,718,0
207454,843568,643,3284,3035,1105,0
207454,332070,1068,2135,3,711,3
207454,198598,1068,3881,6849,711,0
207454,198598,1068,3881,6849,711,0
207454,332070,1068,2135,3,711,0
207454,332070,1068,2135,3,711,0
207454,228343,683,2135,3,711,0
207454,228343,683,2135,3,711,3
207454,228343,683,2135,3,711,0
207454,508651,774,3185,2680,1110,0
207454,309377,1390,1902,1904,1110,0
207454,775095,660,1902,5412,1110,0
207454,40232,660,632,4827,1110,0
207454,775095,660,1902,5412,1110,0
207454,464216,1268,2171,5588,1110,0
207454,622293,234,4301,3593,814,0
207454,163783,1265,4301,3593,814,0
207454,503729,667,350,4741,814,0
207454,131218,683,1689,5501,910,0
207454,69778,540,2042,3360,527,0
207454,775591,927,2957,7429,919,0
207454,775591,927,2957,7429,919,2
207454,775591,927,2957,7429,919,0
207454,618616,1068,1959,3552,525,0
207454,663946,971,3551,7360,525,0
207454,692369,1485,2378,7035,704,0
207454,640851,405,4483,3134,920,0
207454,395424,1485,2459,1013,704,0
207454,62447,763,1627,1424,704,0
207454,745488,968,4059,1526,701,0
207454,822084,909,4139,2429,919,2
207454,497175,923,425,7480,907,0
207454,392331,171,425,7480,907,0
207454,822084,909,4139,2429,919,0
207454,120575,1068,2024,7699,626,0
207454,74117,31,2353,4551,626,2
207454,74117,31,2353,4551,626,0
207454,179140,1265,2378,7035,626,0
207454,179140,1265,2378,7035,626,0
207454,561213,31,2353,4551,626,0
207454,521540,1068,3685,1731,626,3
207454,826837,1068,3685,1731,626,0
207454,561213,31,2353,4551,626,2
207454,739515,1562,2353,4551,626,2
207454,739515,1562,2353,4551,626,0
207454,826837,1068,3685,1731,626,3
207454,494390,486,2378,7035,1030,0
207454,681673,166,2332,481,614,0
207454,86567,166,2889,2495,614,0
207454,574133,763,2729,2524,829,0
207454,882040,409,1257,5212,829,2
207454,483193,500,2378,7035,829,0
207454,67066,728,1549,3021,523,0
207454,576572,928,2165,1160,1025,0
207454,73511,928,2165,1160,1025,0
207454,448647,928,2165,1160,1025,0
207454,672599,928,2165,1160,1025,0
207454,273834,1103,1886,6869,822,3
207454,561213,31,2353,4551,626,0
207454,677830,1103,147,2944,918,0
207454,604583,1500,1024,7983,717,0
38092,889113,1115,4424,7120,1111,0
38092,866139,76,4525,212,1111,0
38092,183693,842,4424,7120,1111,0
38092,889113,1115,4424,7120,1111,2
38092,889113,1115,4424,7120,1111,2
38092,183693,842,4424,7120,1111,2
38092,640303,1115,4424,7120,1111,0
38092,244266,842,4424,7120,1111,0
38092,183693,842,4424,7120,1111,0
38092,659795,221,4670,8021,604,0
38092,158243,221,4837,7065,604,0
38092,597603,221,2295,7065,604,0
38092,109751,906,4665,6064,803,0
38092,562669,1181,852,5071,1111,0
38092,866139,76,4525,212,1111,0
38092,857124,151,3693,2542,804,0
38092,857124,151,3693,2542,804,0
38092,838118,151,1398,4421,804,0
38092,866139,76,4525,212,1109,0
38092,866139,76,4525,212,1109,0
38092,866139,76,4525,212,1109,0
38092,866139,76,4525,212,1109,0
38092,726529,76,1211,212,1109,0
38092,357160,1009,3407,1714,1109,0
38092,866139,76,4525,212,1109,3
38092,327961,372,4495,7013,713,0
38092,603913,906,2780,6897,808,0
38092,398288,348,3976,4456,916,0
38092,349581,348,3976,4456,916,0
38092,504773,568,2603,3973,728,2
38092,632309,997,2873,7229,808,0
38092,632309,997,2873,7229,808,0
38092,746063,782,3527,5492,916,0
38092,418372,911,2603,3973,728,2
38092,102518,568,2603,3973,728,2
38092,434658,568,2603,3973,728,2
38092,195995,568,2603,3973,728,2
38092,496846,348,3976,4456,916,0
38092,857405,348,3976,4456,916,0
38092,349581,348,3976,4456,916,0
38092,413409,348,3976,4456,916,0
38092,794094,1217,3990,2051,1007,0
38092,203016,1217,3990,193,1007,0
38092,349581,348,3976,4456,916,0
38092,615327,348,3976,4456,916,0
38092,603913,906,2780,6897,808,0
38092,734905,568,4550,3321,1019,0
38092,889113,1115,4424,7120,1111,0
97206,493782,31,2933,5160,1106,0
97206,815574,377,4995,6964,1106,0
97206,2357,31,2933,3460,1106,0
97206,229328,774,632,4827,1106,0
97206,916289,1546,1705,3203,1106,0
97206,332168,401,1164,6183,1106,0
97206,691290,883,553,6725,1106,0
97206,289941,1032,3123,7913,1106,0
97206,207310,935,3454,7554,1106,0
97206,469649,1174,2881,2213,1106,0
97206,356062,728,2711,8113,1106,0
97206,99424,883,553,6725,1106,0
97206,826025,1516,457,612,1106,0
97206,859212,31,2933,5160,1106,0
97206,357797,620,1649,6967,1106,0
97206,51066,1143,1445,644,1106,0
97206,150297,31,2933,1967,1106,0
97206,207310,935,3454,7554,1106,0
97206,82980,1439,3026,2656,1007,2
97206,668974,216,4775,49,1106,3
97206,498341,909,4531,3917,522,0
97206,443222,909,4531,3917,522,0
97206,800282,129,323,7631,904,0
97206,61778,909,545,2738,522,0
97206,76161,909,545,2738,522,0
97206,76161,909,545,2738,522,3
97206,76161,909,545,2738,522,0
97206,649670,819,1763,4316,1009,2
97206,649670,819,1763,2227,1010,0
97206,782876,935,2182,1130,726,0
97206,812012,114,4939,95,706,0
97206,849478,508,4939,95,706,0
97206,482804,938,4939,95,706,0
97206,413390,127,3403,8040,1101,0
97206,409221,290,1161,3465,1101,0
97206,390231,290,1445,644,1101,0
97206,301615,290,2907,3465,1101,0
97206,607378,290,2907,3465,1101,0
97206,733097,127,3403,8040,1101,0
97206,69646,533,1301,1123,810,2
97206,855242,533,3681,5541,721,0
97206,435500,533,3681,5541,721,0
97206,359039,782,3687,7515,604,0
97206,220261,652,4237,3271,604,2
97206,488018,620,4903,6897,1111,0
97206,164225,533,3681,5541,721,0
97206,206778,533,3681,5541,721,0
97206,164225,533,3681,5541,721,0
97206,435500,533,3681,5541,721,0
97206,761469,903,1668,5686,1111,0
97206,855242,533,3681,5541,721,0
97206,482291,1420,3681,5541,721,0
97206,435500,533,3681,5541,721,0
97206,488018,620,4903,6897,1111,0
97206,859212,31,2933,5160,1111,0
97206,165549,1485,4523,3196,1111,0
97206,512350,1347,3681,3360,721,0
97206,691290,883,553,6725,1111,0
97206,859212,31,2933,5160,1111,0
97206,488018,620,4903,6897,1111,2
97206,387231,883,4345,4153,1111,2
97206,683478,31,2933,5160,1111,2
97206,859212,31,2933,5160,1111,2
97206,165549,1485,4523,3196,1111,2
97206,488018,620,4903,6897,1111,2
97206,435500,533,3681,5541,721,0
97206,649670,819,1763,2227,1003,3
97206,683478,31,2933,5160,1111,0
97206,400588,782,435,7515,604,0
97206,220261,652,4237,3271,604,0
97206,768051,1222,3681,3360,721,0
97206,82484,196,3681,4942,721,0
97206,855242,533,3681,5541,721,0
97206,760705,1084,318,3559,615,0
97206,628374,236,3541,4590,615,0
97206,859212,31,2933,5160,1110,3
97206,165549,1485,4523,3196,1110,0
97206,859212,31,2933,5160,1110,0
97206,859212,31,2933,5160,1110,0
97206,488018,620,4903,6897,1110,0
97206,165549,1485,4523,3196,1110,0
97206,165549,1485,4523,3196,1110,0
97206,164225,533,3681,5541,723,0
97206,683478,31,2933,5160,1110,0
97206,10982,620,4903,6897,1110,0
97206,683478,31,2933,5160,1110,0
97206,624074,283,318,612,615,0
97206,158374,629,1161,3465,615,0
97206,88993,1420,318,3049,615,0
97206,271394,1091,318,3049,615,0
97206,589266,629,1161,3465,615,0
97206,428541,1562,3155,7159,615,0
97206,131802,848,318,3049,615,0
97206,859212,31,2933,5160,1110,0
97206,468308,620,4903,6897,1110,0
97206,859212,31,2933,5160,1110,0
97206,680727,1562,872,7159,723,0
97206,165549,1485,4523,3196,1110,3
97206,844397,31,2933,5160,1110,0
97206,150297,31,2933,1967,1110,0
97206,165549,1485,4523,3196,1110,0
97206,165549,1485,4523,3196,1110,0
97206,859212,31,2933,5160,1110,0
97206,488018,620,4903,6897,1110,0
97206,339748,1562,3155,7159,615,0
97206,730838,735,4270,2320,813,0
97206,541608,413,2054,3973,830,0
97206,488463,924,3783,7857,526,2
97206,114000,909,1161,3465,526,0
97206,193615,924,3783,7857,526,0
97206,621802,629,1161,3465,526,0
97206,621802,629,1161,3465,526,0
97206,488463,924,3783,7857,526,0
97206,193615,924,3783,7857,526,2
97206,621802,629,1161,3465,526,0
97206,193615,924,3783,7857,526,0
97206,269236,64,1161,3465,526,0
97206,66894,924,3783,7857,526,0
97206,906813,413,2054,3973,830,0
97206,818850,620,3403,8040,1104,0
97206,193926,856,3218,3884,1104,0
97206,99832,729,3218,7289,1104,0
97206,87963,173,3218,6309,1104,0
97206,99832,729,3218,7289,1104,0
97206,525952,856,3218,3884,1104,0
97206,733628,173,2360,7289,1104,0
97206,355392,591,3218,7554,1104,0
97206,718142,591,4694,2620,1104,0
