user_id,age_range,gender
210879,3,0
105935,4,0
126404,5,0
136033,3,0
46118,4,0
210405,4,0
86053,5,2
147440,4,0
143579,4,0
37982,3,0
102780,4,2
123579,3,0
150868,4,0
51570,5,1
75533,3,0
28457,4,0
10999,4,0
139364,5,1
160909,4,1
197308,4,0
164018,3,1
29945,2,1
117206,3,0
78725,3,1
127864,4,1
52369,4,0
3034,3,0
24096,4,0
42318,3,1
122313,3,0
139235,4,0
162816,2,1
106468,2,1
34264,4,0
103884,3,0
74636,3,0
8613,3,1
79147,4,0
3545,3,0
160109,5,0
124857,3,2
72098,6,1
188952,4,0
105341,5,1
50714,5,0
136206,4,0
23089,3,2
21345,3,0
189754,4,0
18114,5,1
17976,3,0
5649,3,0
64314,4,0
97482,3,2
159119,3,1
24819,5,0
94246,4,2
137357,4,0
92913,4,0
135540,3,0
70630,3,1
191089,6,0
48407,5,0
160788,5,0
64037,5,1
187363,3,0
179862,2,0
149380,4,0
100166,3,0
119097,3,0
185412,3,0
50835,4,1
12273,4,0
160183,3,0
203785,3,2
3759,4,2
33093,4,1
150820,3,0
22201,5,0
44332,4,1
162403,4,0
159921,3,2
106881,3,0
5339,5,1
72750,2,1
178322,5,0
44878,2,0
59729,4,1
192455,4,0
162691,4,1
181200,3,1
29240,3,1
99704,5,1
33259,3,0
59442,3,1
49486,5,1
5105,3,1
133749,3,0
41269,4,0
138973,3,1
30196,4,1
5027,4,0
139712,4,1
25114,4,0
27526,5,1
45651,4,1
91625,3,2
149636,3,1
59000,4,0
123271,5,1
67695,3,0
86006,3,1
167669,5,0
177696,4,0
35807,4,0
129186,3,0
43748,2,0
113703,4,1
152456,2,1
184833,3,0
91288,3,0
175487,3,1
169055,4,0
196494,3,0
162677,4,1
47630,3,1
98744,3,0
58340,3,0
207965,3,0
101876,4,1
170665,4,1
94188,5,1
128361,4,0
59132,4,0
85592,4,0
89658,3,1
45468,3,0
37394,3,1
137224,4,1
3940,3,1
56055,4,1
142517,4,0
122571,5,0
133019,3,0
187286,3,1
155172,4,1
142228,3,1
163515,3,0
150010,3,0
208152,4,2
1156,3,0
87371,2,1
6021,3,0
204020,4,1
166067,4,0
165283,7,0
27656,4,1
113620,4,1
74549,3,1
145468,3,0
104588,3,0
14889,3,0
157965,3,0
124802,5,1
102942,3,0
27347,6,1
88341,2,1
124588,5,1
90003,4,0
14306,3,1
92395,4,1
164825,3,2
115209,4,1
98945,3,1
94234,4,0
184414,3,0
117761,3,0
7258,2,0
95651,3,1
111484,3,2
26797,5,1
8181,5,1
190149,3,0
57493,4,1
189664,4,0
205826,3,0
158456,3,0
190386,3,1
170007,4,0
106280,5,1
16978,4,0
72811,3,0
41265,5,1
120904,3,0
117910,2,0
92813,5,1
134878,4,1
115273,5,0
53122,5,0
8545,4,0
165054,7,0
32683,5,0
57713,4,1
207959,4,0
111520,5,0
10219,4,1
147160,2,0
194531,3,1
100860,4,1
60168,3,0
188369,3,1
117796,3,0
72680,3,1
15678,4,0
28838,3,0
178743,5,0
148366,3,0
71202,3,0
160787,4,1
98310,2,1
84819,4,1
157143,3,0
155357,3,1
159578,4,0
43192,3,0
126292,4,0
73969,4,0
39567,3,1
61976,5,0
139037,3,1
130470,3,0
195231,3,0
16111,3,0
70031,4,1
211542,4,0
115995,5,1
60853,3,0
74753,4,1
143035,3,1
169484,4,0
73842,3,0
146717,4,0
7960,2,1
64272,5,0
65067,5,0
169231,5,0
192211,3,0
12757,4,1
206933,4,1
17599,5,0
38949,4,0
178065,3,0
99933,3,0
177900,4,0
44591,4,0
207033,3,0
137388,5,0
123662,3,1
54252,3,0
95626,4,2
201751,3,0
132488,2,0
34192,5,1
170441,3,0
76362,4,1
21550,3,1
193603,3,0
163596,5,0
73923,3,0
135121,4,0
149750,4,0
53634,4,0
154591,5,0
7271,3,1
104611,5,0
176512,3,1
49229,5,1
191978,4,0
46583,3,0
45462,3,1
110662,3,0
193971,4,1
89024,3,1
184828,4,0
69510,4,0
34884,5,0
110739,3,1
49454,2,1
170910,5,1
31339,3,0
87280,3,0
40424,4,0
76949,5,0
21572,4,0
9639,4,1
165864,2,1
155375,5,1
43204,5,0
63135,3,0
194850,4,0
54147,3,0
98732,7,0
8883,3,0
198392,4,1
73090,4,0
187390,4,0
11402,3,1
152091,4,0
102821,3,2
124440,3,0
161089,2,0
126767,2,0
170623,4,0
129639,5,0
175636,4,0
134210,4,1
10461,4,1
87629,3,2
169635,4,1
6545,5,1
134937,4,0
19196,3,1
14718,3,2
144348,3,1
31648,4,2
35511,3,1
157256,5,1
32979,5,0
151747,2,0
82048,3,0
188283,4,1
194005,5,0
103057,4,0
74475,4,2
10884,5,1
211613,3,0
207857,5,0
113963,7,0
112558,4,0
55659,5,0
206912,5,1
81553,2,1
52010,4,1
177005,4,1
34618,5,0
14876,3,1
11205,7,0
139204,4,0
32774,3,0
74210,4,1
91499,4,0
109018,4,2
7393,3,0
37004,3,0
41587,2,2
94674,3,2
207083,3,1
52265,2,0
71862,4,0
79780,7,0
121437,3,1
207210,3,1
166648,2,0
205547,3,1
138190,4,0
12777,5,0
33609,4,0
49930,3,1
81272,3,0
43251,3,1
144588,2,1
154615,5,0
162085,2,1
1161,3,0
50708,3,0
193974,6,0
191050,3,0
32674,4,1
6589,3,0
129787,6,0
11662,4,0
145354,3,0
204052,3,0
82197,3,0
108181,4,1
89855,4,1
98112,3,0
195451,5,0
21297,3,0
70539,4,0
210634,3,0
100282,3,1
118940,4,0
69196,7,0
97881,3,1
50394,3,1
208385,3,0
145873,4,0
66230,3,0
7987,3,1
110494,7,0
110795,3,0
146119,3,0
195228,4,0
140655,4,0
84242,4,0
153932,3,0
16457,5,0
100257,4,0
126192,2,1
78373,4,0
93838,2,0
182177,4,0
69525,3,2
175629,3,0
29344,3,0
10276,3,1
171137,3,0
143866,6,0
174618,3,0
161594,3,0
23079,6,1
37253,3,0
114603,3,1
138238,3,0
193980,7,0
193621,5,1
129784,3,2
68041,3,0
205819,4,1
134875,3,0
203143,3,0
139588,3,1
211908,3,1
103178,4,0
59571,5,0
11116,4,0
162510,7,0
23233,3,0
71363,4,1
32311,3,1
66838,3,1
160844,3,0
68572,7,0
142816,4,0
210856,3,0
63814,4,0
135681,7,0
59025,3,1
40083,5,1
108050,5,1
178555,3,1
85894,3,1
163910,2,0
155717,5,1
206159,4,1
44108,3,0
157097,4,1
94770,2,0
25090,4,0
181309,4,1
204398,3,1
1421,4,0
203551,3,1
112979,3,0
37696,5,0
15866,3,0
143053,3,1
36861,4,0
196353,2,0
129346,3,0
25876,4,2
3669,3,0
140970,5,0
135846,3,0
50068,3,0
122659,4,1
73440,3,0
171463,4,1
64513,5,0
103236,3,0
194842,4,0
211123,4,2
32907,4,0
13169,4,2
177579,3,1
114650,3,0
25186,3,0
84426,4,0
47668,3,0
136429,2,0
189083,4,1
1496,2,1
3118,2,1
59893,3,1
173917,4,2
129107,2,0
38325,3,0
63537,4,0
197,4,0
161598,4,0
158135,4,0
189824,3,0
176195,3,2
93082,4,0
131110,3,0
44987,5,0
126425,3,1
188612,4,1
102634,3,0
182539,4,1
200341,5,0
58216,4,0
26949,3,0
91320,3,0
208845,3,0
148295,3,0
90960,5,1
65409,3,0
27689,3,0
121180,3,0
198486,3,0
208781,3,1
133114,3,0
85249,4,1
108269,5,0
196526,4,0
119066,4,0
112642,4,0
27307,3,2
138237,7,1
53700,3,0
164243,3,0
26122,4,1
4998,4,1
152306,3,1
32032,4,0
130621,5,1
93003,5,1
106507,3,0
208774,7,0
50687,7,0
21056,4,1
186631,4,0
83468,5,1
2966,2,1
30365,4,0
92618,3,0
189575,4,0
206676,3,0
116972,4,0
204929,4,0
69858,4,1
195906,3,0
1341,4,0
75478,3,0
197900,3,0
116155,4,1
107683,3,0
79519,3,0
121848,3,0
162900,4,0
110757,4,1
3203,3,0
21277,4,0
34384,4,0
120513,3,1
175770,4,0
172937,6,1
104296,4,1
23437,3,0
113384,3,1
4047,4,2
130556,3,1
57457,5,1
202987,4,1
198788,3,1
71741,3,0
20202,7,0
37219,7,2
14649,3,0
32322,3,0
174276,3,0
48499,5,0
137500,2,1
155230,7,0
32100,4,0
126495,3,0
198835,4,0
168920,3,0
100067,5,0
143893,4,0
122641,4,1
116696,3,0
144473,4,0
90594,3,1
208459,5,0
202295,3,1
161314,3,1
112543,2,0
185063,3,0
55027,3,0
55147,3,1
143596,2,1
127699,4,0
7269,7,0
177863,5,1
27237,3,0
176415,2,1
126985,2,0
176752,4,0
144979,2,1
199137,2,0
114713,2,1
211795,4,1
180384,1,0
127364,4,1
113393,4,1
18966,4,0
122619,5,0
206185,4,0
72193,6,1
164491,3,1
61788,5,0
110632,3,0
39844,5,0
104964,4,0
139212,3,0
189851,3,0
44221,4,1
89368,3,1
156097,3,1
4579,2,1
16792,5,1
86119,4,0
163371,2,0
45267,3,1
133411,5,0
50548,4,1
128607,5,0
36048,2,0
105635,5,1
23935,3,0
35525,2,1
7799,3,0
190233,3,1
204853,3,0
6832,3,0
118206,4,0
185268,4,1
121704,5,0
173945,4,0
59307,5,1
61599,3,0
49143,3,0
110422,2,1
9541,3,1
17596,3,0
72832,5,1
9226,3,1
74332,3,1
77388,5,1
126686,4,0
25116,5,0
66301,3,0
32345,3,0
134428,7,1
130710,2,0
210589,3,0
83726,3,0
195074,4,0
173671,3,1
109439,2,1
14363,4,0
61279,3,0
149458,3,0
144196,6,1
162937,3,2
130878,3,0
106675,3,1
175909,4,1
41217,7,0
115593,3,0
36237,3,1
197910,3,0
184862,3,0
127135,3,0
177962,3,0
209532,2,1
85470,4,1
144750,3,1
34673,4,0
58809,3,0
150329,4,0
209082,2,0
14422,7,0
39130,3,1
112490,2,0
98369,3,0
118275,5,0
146570,3,0
158830,4,1
161992,2,2
200389,4,0
155382,2,0
95306,3,1
188272,4,1
114978,5,1
210497,3,0
195304,2,0
137050,4,1
138305,3,0
144057,3,0
108075,3,2
200430,3,1
142013,4,1
197431,4,0
40661,3,0
142034,2,1
93488,5,0
80939,3,2
185881,3,0
50713,3,0
106043,3,1
91820,3,0
168027,3,0
34551,4,1
109470,7,0
73674,5,0
85728,4,0
175830,3,0
184606,3,0
156306,3,0
22432,4,1
129092,3,0
8160,3,1
76869,3,1
144440,3,2
211344,3,0
146745,5,0
19544,4,1
35554,4,0
165366,4,0
120683,3,1
113362,3,0
86703,3,0
45562,5,0
21512,4,0
162216,2,0
142113,3,1
170544,3,0
102537,3,0
21400,3,0
124127,4,0
175992,2,0
138128,4,1
184071,2,1
185814,3,1
98106,3,0
129306,3,0
76976,4,1
148846,4,0
45880,4,0
167250,3,0
119255,2,0
135242,2,0
100155,7,0
48099,2,1
1587,5,1
192489,3,0
103007,5,1
128575,5,0
170033,5,0
26666,3,0
62770,3,1
148522,7,0
44774,5,1
147566,3,1
173232,5,1
3095,3,1
143049,4,1
17819,3,0
73968,4,0
9343,3,0
7569,4,1
161525,3,0
38775,2,0
203036,6,1
180570,3,0
83807,3,1
62150,5,1
53375,3,0
199595,3,1
102457,3,0
52047,4,1
85004,4,1
124651,7,0
72609,3,0
132667,4,1
70200,3,0
144448,3,1
51374,3,0
1884,4,1
29793,5,0
86204,4,0
167141,3,0
127573,3,1
144412,2,1
97799,2,1
200187,3,1
58226,2,1
194379,6,0
156986,3,0
99119,6,1
94652,3,0
1413,4,0
4538,3,1
156300,3,0
158067,7,0
135971,3,0
202819,2,0
111404,2,1
120217,4,0
187344,2,1
191784,3,0
106951,2,0
134061,3,0
195399,3,0
38769,4,0
27160,3,0
114513,3,0
103616,3,0
206234,2,0
174624,3,0
69058,4,1
126293,5,1
71316,3,0
193568,3,0
206554,3,0
46969,3,0
79312,2,1
119751,3,1
122580,2,0
105865,3,1
35580,3,0
52847,3,0
73002,2,1
200023,3,0
63477,3,1
14544,3,0
29348,3,1
106774,3,0
182991,3,0
112784,4,0
146594,4,1
30080,3,1
161615,4,0
50131,3,0
178000,4,0
14509,2,0
136944,4,0
197235,5,1
163347,4,0
44337,2,0
51354,5,0
80393,3,1
17140,4,0
125680,3,0
153306,3,0
20982,4,2
30604,2,2
30697,3,2
189217,3,1
187587,4,1
123507,3,0
69999,3,0
89913,4,0
151286,2,1
156857,5,1
133952,4,0
123163,5,0
190711,2,0
150431,3,0
200180,3,0
52631,4,1
8188,5,0
49141,5,0
157765,3,0
61151,4,1
50046,5,0
88101,4,0
103656,3,0
158477,3,2
198625,2,0
51617,3,2
19606,2,1
113615,4,1
77953,2,1
151949,4,0
205462,3,0
110813,3,1
56169,4,1
5991,3,1
84024,5,0
64620,6,1
121587,4,0
15747,3,1
43750,3,2
190879,3,2
102366,4,0
159357,3,1
96889,4,0
59391,3,1
173532,7,0
39370,4,0
194505,3,1
210729,3,1
66807,3,1
180236,5,0
171634,3,1
136045,4,0
109044,3,1
191656,3,2
7528,2,1
69175,5,0
151558,4,1
63019,5,0
145893,4,0
189777,3,0
100207,3,0
168686,4,1
146312,4,1
70429,3,1
41503,3,1
201256,3,0
169779,3,1
111930,3,0
149933,3,0
20960,5,1
102470,3,0
86355,3,0
32755,5,0
63439,2,0
179030,4,0
71374,2,1
120344,5,1
168056,1,1
89681,3,1
61973,5,0
30798,3,0
189067,3,0
89714,3,1
197948,3,1
161816,7,0
13489,2,0
32466,4,0
142637,3,0
129557,5,0
189569,2,0
209689,2,0
71559,4,1
199610,7,0
177855,3,0
183578,6,0
51145,4,0
165241,3,0
204140,5,1
88923,5,1
59283,5,1
12807,3,2
31437,3,0
150650,3,2
90612,4,1
118716,3,0
130222,2,1
175829,5,1
77613,4,1
45900,3,0
205309,4,0
139365,3,1
177589,5,0
23679,4,0
119885,4,0
175965,3,1
50797,4,0
59631,3,1
154706,3,0
64747,5,0
96555,2,1
2825,3,0
25930,3,2
189630,3,0
164998,3,1
188044,2,0
134711,3,0
114360,3,1
55098,3,0
210490,3,0
160848,1,0
133060,4,0
6817,4,1
130091,4,0
4434,4,1
181122,3,0
79747,2,0
56696,3,0
138804,3,1
85137,4,0
99044,3,0
142364,3,0
24543,3,0
133918,3,0
208882,2,0
140132,4,0
150796,4,0
9571,3,0
190695,3,0
62635,3,0
138675,7,1
134439,4,0
172057,2,0
34543,3,1
162501,3,1
55697,3,0
164812,4,0
481,3,0
60086,3,1
9033,4,0
130160,4,0
164469,3,0
7311,3,0
125384,4,1
59811,2,1
53487,4,0
6815,4,1
81033,3,0
82729,7,0
8032,3,0
96529,4,0
134818,5,0
142280,3,0
49978,4,0
152554,3,2
158708,3,1
48438,3,1
88348,3,0
174720,3,0
160601,4,0
37182,3,1
117421,6,1
88582,3,1
93153,5,1
154052,4,1
48697,7,2
132417,3,1
5510,3,0
141924,3,0
159761,4,0
136717,3,0
170493,4,0
72469,5,0
184111,3,0
3723,4,2
149468,3,0
15869,4,0
10509,2,1
106658,5,0
6081,3,0
169307,5,1
55589,3,0
142981,4,0
18921,3,1
2523,3,1
33180,1,0
102638,4,0
191507,3,1
172416,3,0
43874,4,0
123449,5,0
202300,5,1
16491,4,2
71255,3,0
39041,3,1
71433,3,1
194797,7,0
206135,2,0
160080,2,1
84480,3,1
166632,3,0
89336,3,0
173218,3,0
109155,2,1
21232,2,1
149395,2,0
19188,4,0
133728,3,0
199325,5,1
91567,3,2
140123,3,0
46377,5,0
40294,7,0
20509,5,1
144446,3,1
16586,7,1
92054,4,0
207756,5,1
74671,2,0
195983,3,1
44629,7,0
93283,3,1
129395,3,0
59664,2,1
117102,3,1
41276,3,0
74231,3,0
90668,4,1
123421,2,0
76231,3,1
199066,4,0
157061,3,0
187937,3,0
134910,3,1
159674,2,0
97067,3,0
153243,7,0
749,5,0
211812,4,0
93591,3,0
79571,2,2
56268,4,1
198514,7,0
81843,5,0
107891,3,0
139087,3,0
168695,3,0
176714,4,1
143166,3,0
150708,3,0
87054,5,0
206929,5,0
53745,4,1
122563,3,1
200950,4,1
146529,3,0
206533,3,1
29971,4,0
63072,4,1
138139,3,1
83401,3,0
56964,3,0
74711,4,0
35282,4,1
47548,3,1
194326,3,0
6537,3,1
11906,4,0
164706,4,0
165125,3,1
166287,1,0
59462,3,1
181965,3,1
114559,3,2
83064,3,0
86244,5,0
84097,6,0
57059,5,1
78082,3,1
49549,3,1
120297,3,2
54619,5,1
68733,3,1
117926,3,0
144025,3,0
210963,4,0
79792,4,1
157216,3,1
151349,4,1
24718,4,0
156634,2,0
126073,7,0
122312,5,0
204214,6,0
47448,3,0
170947,4,0
182043,2,2
104273,5,0
54288,4,0
24112,3,1
32608,3,0
7601,5,0
208081,3,1
112030,5,0
49417,2,1
41029,2,0
202699,3,1
77419,3,1
98613,3,1
196448,3,0
79339,2,0
41275,4,0
115279,3,2
92778,3,0
846,4,0
196665,3,1
133418,6,0
45173,4,2
137756,3,1
52044,5,1
77894,2,0
96983,4,0
203695,4,0
131563,2,0
52543,4,0
7743,5,1
14308,3,1
44161,7,2
201209,3,1
5664,3,0
105123,4,0
155807,4,0
80006,5,0
103270,4,2
145453,4,0
60375,5,1
185998,4,0
108666,3,0
72580,3,1
55522,3,1
127073,2,1
140320,3,1
2790,4,0
151038,3,0
71096,3,2
52071,4,0
31374,3,0
164135,3,0
4783,7,0
18732,4,1
44919,3,1
171088,3,1
200328,4,0
6330,3,0
210199,4,0
204806,3,2
114821,4,0
53108,3,1
84855,3,1
155321,4,1
57189,5,0
162544,4,2
22601,7,0
12694,3,0
93745,2,2
114206,2,0
60905,4,0
128405,4,0
119627,3,2
37151,4,0
57624,4,0
80629,3,1
186035,4,0
18213,4,1
71281,3,2
33466,3,0
156279,3,1
163250,5,0
193511,3,0
156120,2,0
199656,7,0
2815,3,1
47094,3,0
170618,2,1
105455,4,0
75842,3,1
123034,5,0
119880,3,0
30755,4,1
141004,4,0
128327,3,0
206808,5,0
180118,4,0
24166,3,0
49434,6,1
134622,3,0
78913,3,1
130172,5,1
111612,4,0
133810,3,0
54257,3,0
171704,3,0
112090,5,2
24124,3,1
27867,4,0
9413,4,1
184719,4,1
57056,4,0
170919,3,0
24016,4,0
110484,4,0
132717,4,0
164980,2,0
167473,3,2
45398,5,1
96582,4,0
58475,4,1
53472,5,0
42427,7,1
31704,2,1
144319,6,1
40586,4,0
195870,3,0
64899,3,2
85138,4,0
43323,5,0
157509,4,1
20032,5,1
174819,2,1
138328,6,1
201545,4,0
35979,3,0
29156,5,0
174274,4,0
158491,3,1
143032,2,1
190741,3,0
189086,7,2
145362,3,0
137710,3,2
3000,3,2
193935,3,0
140215,4,0
117236,6,0
135269,3,1
118398,4,1
17027,2,1
47413,3,0
83496,5,1
33846,4,0
109048,4,0
96255,3,0
89184,5,0
47042,5,0
23779,2,1
174005,3,1
138368,3,1
168258,4,0
143547,3,1
79229,2,0
77137,3,2
130306,2,1
85420,5,1
116746,4,2
120108,4,1
163358,7,1
5990,3,0
127675,4,1
153635,5,0
45777,4,0
199662,4,0
120290,5,0
200940,3,0
76642,3,1
62868,2,1
37689,3,0
38813,3,1
86816,3,0
70148,4,0
190607,3,0
58744,4,0
46053,4,0
135542,3,2
110765,3,0
37419,4,0
23654,4,1
86978,2,1
46782,4,1
159041,3,1
205295,2,1
206624,5,0
17333,5,0
192153,4,1
146202,5,0
19957,3,0
13736,3,1
50253,5,1
169511,2,0
117718,3,0
143649,5,0
85623,4,0
134290,2,1
10099,3,0
76424,3,1
193567,6,1
151737,3,0
111632,3,1
74426,3,0
21190,3,1
48008,3,1
46939,4,0
57641,3,1
8138,3,0
160526,4,2
126066,2,1
211387,7,1
96850,4,1
13387,4,0
29260,3,0
107639,4,0
162204,3,1
139214,4,0
201200,4,0
39154,3,1
154224,4,0
37103,3,0
116185,1,0
156889,2,0
45871,3,1
173949,3,1
79021,3,0
117641,4,1
166030,3,0
201245,5,0
198544,3,2
70006,4,1
193662,4,1
63556,7,0
90038,3,1
209979,3,0
169791,3,0
164087,4,1
92607,3,1
79860,3,2
155062,2,0
140374,3,1
149631,4,2
47658,3,1
66771,3,2
83242,3,1
70738,3,0
189635,3,1
40925,4,0
181795,3,1
4568,3,0
16972,3,0
135817,5,0
101685,3,0
177980,5,1
192257,3,0
87353,5,0
93684,4,0
121144,4,0
66302,4,1
70594,3,0
45920,3,0
174198,4,1
46345,4,1
50888,4,0
100600,4,1
135599,4,1
42960,4,0
53297,4,1
107370,3,0
81199,3,0
210751,3,1
128516,4,0
137421,4,0
124013,3,0
3361,5,0
112170,3,0
180136,5,2
4647,4,0
119580,4,0
174076,3,1
161473,4,0
67849,3,1
11901,4,0
173121,2,1
205237,4,0
88538,3,0
118978,3,0
109840,5,0
129847,3,1
59242,6,1
30045,7,0
178438,5,1
110660,3,0
99423,4,0
96609,3,0
211784,5,0
155986,4,0
61711,3,0
210150,2,0
114588,5,0
78236,3,1
135050,3,1
200780,3,0
50255,4,0
189350,4,0
44290,3,1
89900,2,0
138325,4,1
31467,3,0
84980,2,0
165940,3,0
99417,4,1
163071,3,0
130066,4,0
86776,2,0
18757,3,1
23884,3,0
28813,7,0
3308,3,0
191970,3,1
19163,3,1
108812,2,1
206424,3,0
106906,4,1
54488,4,0
127114,4,0
146003,3,1
98173,3,0
35209,4,0
9930,3,0
63441,5,1
29712,5,0
100985,4,0
23460,4,0
55912,7,1
139380,7,0
203620,5,0
174981,5,0
113348,4,0
29248,3,2
183271,3,0
125404,3,1
98866,4,0
100594,3,0
5735,3,0
47010,4,0
129179,3,1
60426,4,0
38180,5,1
139964,5,0
23196,5,1
41475,3,1
90389,4,0
73347,3,1
130672,3,0
36647,3,0
93805,2,1
33202,5,1
13512,4,0
197525,3,0
181637,7,0
59375,3,1
140989,4,1
35832,3,1
161032,5,1
196394,2,0
47208,3,0
100668,5,0
98262,4,0
191031,3,0
208966,2,0
171650,4,0
16441,4,0
27389,5,0
99388,4,2
8507,4,0
92063,3,1
130236,4,2
79171,3,1
42209,3,0
129352,3,0
83948,4,0
111973,4,0
179367,3,0
36276,4,0
7181,3,0
85157,3,1
193342,3,0
154088,3,1
144856,2,1
46580,3,1
207661,2,2
208819,3,0
74829,3,0
75839,3,0
117069,3,0
4668,3,0
79357,4,0
108209,3,2
120640,3,0
118245,3,0
211939,4,1
70688,7,1
24080,3,2
103486,4,1
51832,3,1
44931,5,0
20396,3,1
64602,4,0
57051,7,0
105218,4,0
72602,3,1
140367,2,1
136520,2,1
83010,4,0
166228,2,0
69636,2,0
157847,4,0
138467,3,1
149237,6,1
82453,7,0
17476,4,0
164966,7,0
111263,6,1
147507,3,1
194069,3,1
20934,2,1
48441,5,1
112715,3,0
120922,3,0
120505,5,0
23815,4,1
118993,5,0
46788,3,0
82123,2,1
102279,4,0
77766,3,0
13714,5,0
120418,3,1
4346,7,1
90169,3,0
148469,5,0
165146,3,0
110209,5,0
156772,3,1
29244,4,1
103188,4,2
168700,3,0
201089,3,0
151980,3,0
202900,5,1
15122,3,2
108896,3,1
25668,5,0
126277,5,1
159916,2,1
181283,3,0
66139,3,1
191777,7,0
147427,3,0
122159,4,1
152175,5,1
52463,7,0
76036,7,2
23794,4,0
64163,4,0
125825,4,0
136023,3,1
168766,3,1
113223,3,1
82145,5,1
37629,3,0
24468,3,0
118833,3,0
70505,3,1
78352,6,1
79691,2,0
132087,3,1
155262,3,0
32837,3,0
154801,3,0
197434,3,0
90126,3,0
111197,3,0
96875,4,1
138981,7,0
74241,5,1
131644,2,0
206206,7,1
48815,4,1
170932,3,0
8744,5,0
9746,2,0
128348,3,1
172538,3,0
87211,2,0
125460,2,0
176427,2,0
56824,4,0
130784,5,1
70905,3,0
131209,3,1
97951,3,0
145,3,1
65882,3,1
7213,3,0
177367,2,0
82980,3,1
78335,3,1
31889,5,1
103508,4,0
146112,5,0
170054,4,0
96574,3,1
94857,3,1
195910,3,2
59253,7,0
191376,3,0
184521,7,0
62149,5,0
11304,7,0
93281,4,1
31958,2,1
96109,3,0
195553,4,0
53936,3,0
52515,4,1
103793,3,1
42890,4,0
134873,4,0
40616,3,1
117615,3,0
106070,3,1
39085,3,0
113482,3,0
127915,5,0
113402,3,1
176971,3,0
201668,6,0
102182,3,1
33468,3,2
81814,7,1
203502,4,1
107681,5,0
113536,3,0
180956,3,0
172161,3,0
148783,3,0
126097,4,2
46658,3,0
125106,4,0
133106,3,1
43366,4,0
146397,3,1
135323,3,1
44876,4,0
8985,5,0
22879,4,1
83454,7,1
211776,3,1
195735,3,0
196704,4,1
88773,2,1
123157,3,2
141584,7,1
164597,4,1
160886,5,1
94926,4,0
11401,4,0
184018,5,1
120068,3,0
139342,3,1
209905,3,0
137222,3,0
100812,4,0
182276,4,0
32065,2,2
149185,3,1
152476,2,0
45859,5,0
205336,4,0
169381,3,0
29624,3,1
82512,4,0
